"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"06/05/2018 23:00:00 - 07/05/2018 00:00:00","BZN|FR","Without Sequence","30.50","",""
"07/05/2018 00:00:00 - 07/05/2018 01:00:00","BZN|FR","Without Sequence","35.89","",""
"07/05/2018 01:00:00 - 07/05/2018 02:00:00","BZN|FR","Without Sequence","28.67","",""
"07/05/2018 02:00:00 - 07/05/2018 03:00:00","BZN|FR","Without Sequence","28.00","",""
"07/05/2018 03:00:00 - 07/05/2018 04:00:00","BZN|FR","Without Sequence","22.74","",""
"07/05/2018 04:00:00 - 07/05/2018 05:00:00","BZN|FR","Without Sequence","21.18","",""
"07/05/2018 05:00:00 - 07/05/2018 06:00:00","BZN|FR","Without Sequence","26.70","",""
"07/05/2018 06:00:00 - 07/05/2018 07:00:00","BZN|FR","Without Sequence","41.51","",""
"07/05/2018 07:00:00 - 07/05/2018 08:00:00","BZN|FR","Without Sequence","47.74","",""
"07/05/2018 08:00:00 - 07/05/2018 09:00:00","BZN|FR","Without Sequence","47.72","",""
"07/05/2018 09:00:00 - 07/05/2018 10:00:00","BZN|FR","Without Sequence","45.66","",""
"07/05/2018 10:00:00 - 07/05/2018 11:00:00","BZN|FR","Without Sequence","42.21","",""
"07/05/2018 11:00:00 - 07/05/2018 12:00:00","BZN|FR","Without Sequence","43.72","",""
"07/05/2018 12:00:00 - 07/05/2018 13:00:00","BZN|FR","Without Sequence","39.67","",""
"07/05/2018 13:00:00 - 07/05/2018 14:00:00","BZN|FR","Without Sequence","40.10","",""
"07/05/2018 14:00:00 - 07/05/2018 15:00:00","BZN|FR","Without Sequence","37.10","",""
"07/05/2018 15:00:00 - 07/05/2018 16:00:00","BZN|FR","Without Sequence","35.66","",""
"07/05/2018 16:00:00 - 07/05/2018 17:00:00","BZN|FR","Without Sequence","37.77","",""
"07/05/2018 17:00:00 - 07/05/2018 18:00:00","BZN|FR","Without Sequence","42.70","",""
"07/05/2018 18:00:00 - 07/05/2018 19:00:00","BZN|FR","Without Sequence","44.12","",""
"07/05/2018 19:00:00 - 07/05/2018 20:00:00","BZN|FR","Without Sequence","56.95","",""
"07/05/2018 20:00:00 - 07/05/2018 21:00:00","BZN|FR","Without Sequence","48.81","",""
"07/05/2018 21:00:00 - 07/05/2018 22:00:00","BZN|FR","Without Sequence","48.35","",""
"07/05/2018 22:00:00 - 07/05/2018 23:00:00","BZN|FR","Without Sequence","52.82","",""
"07/05/2018 23:00:00 - 08/05/2018 00:00:00","BZN|FR","Without Sequence","52.82","",""
"08/05/2018 00:00:00 - 08/05/2018 01:00:00","BZN|FR","Without Sequence","32.67","",""
"08/05/2018 01:00:00 - 08/05/2018 02:00:00","BZN|FR","Without Sequence","28.92","",""
"08/05/2018 02:00:00 - 08/05/2018 03:00:00","BZN|FR","Without Sequence","24.70","",""
"08/05/2018 03:00:00 - 08/05/2018 04:00:00","BZN|FR","Without Sequence","24.50","",""
"08/05/2018 04:00:00 - 08/05/2018 05:00:00","BZN|FR","Without Sequence","22.16","",""
"08/05/2018 05:00:00 - 08/05/2018 06:00:00","BZN|FR","Without Sequence","23.90","",""
"08/05/2018 06:00:00 - 08/05/2018 07:00:00","BZN|FR","Without Sequence","34.91","",""
"08/05/2018 07:00:00 - 08/05/2018 08:00:00","BZN|FR","Without Sequence","30.18","",""
"08/05/2018 08:00:00 - 08/05/2018 09:00:00","BZN|FR","Without Sequence","30.24","",""
"08/05/2018 09:00:00 - 08/05/2018 10:00:00","BZN|FR","Without Sequence","29.45","",""
"08/05/2018 10:00:00 - 08/05/2018 11:00:00","BZN|FR","Without Sequence","28.59","",""
"08/05/2018 11:00:00 - 08/05/2018 12:00:00","BZN|FR","Without Sequence","31.79","",""
"08/05/2018 12:00:00 - 08/05/2018 13:00:00","BZN|FR","Without Sequence","30.90","",""
"08/05/2018 13:00:00 - 08/05/2018 14:00:00","BZN|FR","Without Sequence","31.02","",""
"08/05/2018 14:00:00 - 08/05/2018 15:00:00","BZN|FR","Without Sequence","27.06","",""
"08/05/2018 15:00:00 - 08/05/2018 16:00:00","BZN|FR","Without Sequence","27.80","",""
"08/05/2018 16:00:00 - 08/05/2018 17:00:00","BZN|FR","Without Sequence","30.64","",""
"08/05/2018 17:00:00 - 08/05/2018 18:00:00","BZN|FR","Without Sequence","25.04","",""
"08/05/2018 18:00:00 - 08/05/2018 19:00:00","BZN|FR","Without Sequence","31.50","",""
"08/05/2018 19:00:00 - 08/05/2018 20:00:00","BZN|FR","Without Sequence","34.26","",""
"08/05/2018 20:00:00 - 08/05/2018 21:00:00","BZN|FR","Without Sequence","34.26","",""
"08/05/2018 21:00:00 - 08/05/2018 22:00:00","BZN|FR","Without Sequence","35.49","",""
"08/05/2018 22:00:00 - 08/05/2018 23:00:00","BZN|FR","Without Sequence","45.68","",""
"08/05/2018 23:00:00 - 09/05/2018 00:00:00","BZN|FR","Without Sequence","45.68","",""
"09/05/2018 00:00:00 - 09/05/2018 01:00:00","BZN|FR","Without Sequence","31.36","",""
"09/05/2018 01:00:00 - 09/05/2018 02:00:00","BZN|FR","Without Sequence","30.08","",""
"09/05/2018 02:00:00 - 09/05/2018 03:00:00","BZN|FR","Without Sequence","26.65","",""
"09/05/2018 03:00:00 - 09/05/2018 04:00:00","BZN|FR","Without Sequence","22.09","",""
"09/05/2018 04:00:00 - 09/05/2018 05:00:00","BZN|FR","Without Sequence","22.75","",""
"09/05/2018 05:00:00 - 09/05/2018 06:00:00","BZN|FR","Without Sequence","24.87","",""
"09/05/2018 06:00:00 - 09/05/2018 07:00:00","BZN|FR","Without Sequence","36.04","",""
"09/05/2018 07:00:00 - 09/05/2018 08:00:00","BZN|FR","Without Sequence","40.01","",""
"09/05/2018 08:00:00 - 09/05/2018 09:00:00","BZN|FR","Without Sequence","48.81","",""
"09/05/2018 09:00:00 - 09/05/2018 10:00:00","BZN|FR","Without Sequence","51.94","",""
"09/05/2018 10:00:00 - 09/05/2018 11:00:00","BZN|FR","Without Sequence","41.65","",""
"09/05/2018 11:00:00 - 09/05/2018 12:00:00","BZN|FR","Without Sequence","38.05","",""
"09/05/2018 12:00:00 - 09/05/2018 13:00:00","BZN|FR","Without Sequence","35.58","",""
"09/05/2018 13:00:00 - 09/05/2018 14:00:00","BZN|FR","Without Sequence","36.77","",""
"09/05/2018 14:00:00 - 09/05/2018 15:00:00","BZN|FR","Without Sequence","36.14","",""
"09/05/2018 15:00:00 - 09/05/2018 16:00:00","BZN|FR","Without Sequence","34.34","",""
"09/05/2018 16:00:00 - 09/05/2018 17:00:00","BZN|FR","Without Sequence","36.97","",""
"09/05/2018 17:00:00 - 09/05/2018 18:00:00","BZN|FR","Without Sequence","41.56","",""
"09/05/2018 18:00:00 - 09/05/2018 19:00:00","BZN|FR","Without Sequence","45.76","",""
"09/05/2018 19:00:00 - 09/05/2018 20:00:00","BZN|FR","Without Sequence","52.87","",""
"09/05/2018 20:00:00 - 09/05/2018 21:00:00","BZN|FR","Without Sequence","49.47","",""
"09/05/2018 21:00:00 - 09/05/2018 22:00:00","BZN|FR","Without Sequence","48.89","",""
"09/05/2018 22:00:00 - 09/05/2018 23:00:00","BZN|FR","Without Sequence","44.60","",""
"09/05/2018 23:00:00 - 10/05/2018 00:00:00","BZN|FR","Without Sequence","44.60","",""
"10/05/2018 00:00:00 - 10/05/2018 01:00:00","BZN|FR","Without Sequence","37.62","",""
"10/05/2018 01:00:00 - 10/05/2018 02:00:00","BZN|FR","Without Sequence","26.78","",""
"10/05/2018 02:00:00 - 10/05/2018 03:00:00","BZN|FR","Without Sequence","23.02","",""
"10/05/2018 03:00:00 - 10/05/2018 04:00:00","BZN|FR","Without Sequence","18.51","",""
"10/05/2018 04:00:00 - 10/05/2018 05:00:00","BZN|FR","Without Sequence","16.79","",""
"10/05/2018 05:00:00 - 10/05/2018 06:00:00","BZN|FR","Without Sequence","17.31","",""
"10/05/2018 06:00:00 - 10/05/2018 07:00:00","BZN|FR","Without Sequence","18.04","",""
"10/05/2018 07:00:00 - 10/05/2018 08:00:00","BZN|FR","Without Sequence","13.12","",""
"10/05/2018 08:00:00 - 10/05/2018 09:00:00","BZN|FR","Without Sequence","18.45","",""
"10/05/2018 09:00:00 - 10/05/2018 10:00:00","BZN|FR","Without Sequence","20.01","",""
"10/05/2018 10:00:00 - 10/05/2018 11:00:00","BZN|FR","Without Sequence","20.59","",""
"10/05/2018 11:00:00 - 10/05/2018 12:00:00","BZN|FR","Without Sequence","22.55","",""
"10/05/2018 12:00:00 - 10/05/2018 13:00:00","BZN|FR","Without Sequence","24.55","",""
"10/05/2018 13:00:00 - 10/05/2018 14:00:00","BZN|FR","Without Sequence","22.82","",""
"10/05/2018 14:00:00 - 10/05/2018 15:00:00","BZN|FR","Without Sequence","18.68","",""
"10/05/2018 15:00:00 - 10/05/2018 16:00:00","BZN|FR","Without Sequence","17.63","",""
"10/05/2018 16:00:00 - 10/05/2018 17:00:00","BZN|FR","Without Sequence","19.24","",""
"10/05/2018 17:00:00 - 10/05/2018 18:00:00","BZN|FR","Without Sequence","19.66","",""
"10/05/2018 18:00:00 - 10/05/2018 19:00:00","BZN|FR","Without Sequence","29.84","",""
"10/05/2018 19:00:00 - 10/05/2018 20:00:00","BZN|FR","Without Sequence","32.35","",""
"10/05/2018 20:00:00 - 10/05/2018 21:00:00","BZN|FR","Without Sequence","31.87","",""
"10/05/2018 21:00:00 - 10/05/2018 22:00:00","BZN|FR","Without Sequence","32.90","",""
"10/05/2018 22:00:00 - 10/05/2018 23:00:00","BZN|FR","Without Sequence","42.93","",""
"10/05/2018 23:00:00 - 11/05/2018 00:00:00","BZN|FR","Without Sequence","42.93","",""
"11/05/2018 00:00:00 - 11/05/2018 01:00:00","BZN|FR","Without Sequence","37.56","",""
"11/05/2018 01:00:00 - 11/05/2018 02:00:00","BZN|FR","Without Sequence","38.66","",""
"11/05/2018 02:00:00 - 11/05/2018 03:00:00","BZN|FR","Without Sequence","31.14","",""
"11/05/2018 03:00:00 - 11/05/2018 04:00:00","BZN|FR","Without Sequence","27.63","",""
"11/05/2018 04:00:00 - 11/05/2018 05:00:00","BZN|FR","Without Sequence","26.20","",""
"11/05/2018 05:00:00 - 11/05/2018 06:00:00","BZN|FR","Without Sequence","28.05","",""
"11/05/2018 06:00:00 - 11/05/2018 07:00:00","BZN|FR","Without Sequence","33.21","",""
"11/05/2018 07:00:00 - 11/05/2018 08:00:00","BZN|FR","Without Sequence","41.05","",""
"11/05/2018 08:00:00 - 11/05/2018 09:00:00","BZN|FR","Without Sequence","43.09","",""
"11/05/2018 09:00:00 - 11/05/2018 10:00:00","BZN|FR","Without Sequence","43.20","",""
"11/05/2018 10:00:00 - 11/05/2018 11:00:00","BZN|FR","Without Sequence","40.49","",""
"11/05/2018 11:00:00 - 11/05/2018 12:00:00","BZN|FR","Without Sequence","42.00","",""
"11/05/2018 12:00:00 - 11/05/2018 13:00:00","BZN|FR","Without Sequence","41.77","",""
"11/05/2018 13:00:00 - 11/05/2018 14:00:00","BZN|FR","Without Sequence","38.93","",""
"11/05/2018 14:00:00 - 11/05/2018 15:00:00","BZN|FR","Without Sequence","37.44","",""
"11/05/2018 15:00:00 - 11/05/2018 16:00:00","BZN|FR","Without Sequence","38.18","",""
"11/05/2018 16:00:00 - 11/05/2018 17:00:00","BZN|FR","Without Sequence","41.30","",""
"11/05/2018 17:00:00 - 11/05/2018 18:00:00","BZN|FR","Without Sequence","49.00","",""
"11/05/2018 18:00:00 - 11/05/2018 19:00:00","BZN|FR","Without Sequence","51.53","",""
"11/05/2018 19:00:00 - 11/05/2018 20:00:00","BZN|FR","Without Sequence","54.68","",""
"11/05/2018 20:00:00 - 11/05/2018 21:00:00","BZN|FR","Without Sequence","58.12","",""
"11/05/2018 21:00:00 - 11/05/2018 22:00:00","BZN|FR","Without Sequence","55.38","",""
"11/05/2018 22:00:00 - 11/05/2018 23:00:00","BZN|FR","Without Sequence","56.17","",""
"11/05/2018 23:00:00 - 12/05/2018 00:00:00","BZN|FR","Without Sequence","56.17","",""
"12/05/2018 00:00:00 - 12/05/2018 01:00:00","BZN|FR","Without Sequence","39.96","",""
"12/05/2018 01:00:00 - 12/05/2018 02:00:00","BZN|FR","Without Sequence","35.48","",""
"12/05/2018 02:00:00 - 12/05/2018 03:00:00","BZN|FR","Without Sequence","30.26","",""
"12/05/2018 03:00:00 - 12/05/2018 04:00:00","BZN|FR","Without Sequence","27.04","",""
"12/05/2018 04:00:00 - 12/05/2018 05:00:00","BZN|FR","Without Sequence","23.07","",""
"12/05/2018 05:00:00 - 12/05/2018 06:00:00","BZN|FR","Without Sequence","26.13","",""
"12/05/2018 06:00:00 - 12/05/2018 07:00:00","BZN|FR","Without Sequence","28.54","",""
"12/05/2018 07:00:00 - 12/05/2018 08:00:00","BZN|FR","Without Sequence","36.14","",""
"12/05/2018 08:00:00 - 12/05/2018 09:00:00","BZN|FR","Without Sequence","36.19","",""
"12/05/2018 09:00:00 - 12/05/2018 10:00:00","BZN|FR","Without Sequence","35.79","",""
"12/05/2018 10:00:00 - 12/05/2018 11:00:00","BZN|FR","Without Sequence","35.28","",""
"12/05/2018 11:00:00 - 12/05/2018 12:00:00","BZN|FR","Without Sequence","34.85","",""
"12/05/2018 12:00:00 - 12/05/2018 13:00:00","BZN|FR","Without Sequence","32.69","",""
"12/05/2018 13:00:00 - 12/05/2018 14:00:00","BZN|FR","Without Sequence","30.35","",""
"12/05/2018 14:00:00 - 12/05/2018 15:00:00","BZN|FR","Without Sequence","28.43","",""
"12/05/2018 15:00:00 - 12/05/2018 16:00:00","BZN|FR","Without Sequence","28.07","",""
"12/05/2018 16:00:00 - 12/05/2018 17:00:00","BZN|FR","Without Sequence","27.69","",""
"12/05/2018 17:00:00 - 12/05/2018 18:00:00","BZN|FR","Without Sequence","26.09","",""
"12/05/2018 18:00:00 - 12/05/2018 19:00:00","BZN|FR","Without Sequence","27.94","",""
"12/05/2018 19:00:00 - 12/05/2018 20:00:00","BZN|FR","Without Sequence","31.99","",""
"12/05/2018 20:00:00 - 12/05/2018 21:00:00","BZN|FR","Without Sequence","32.37","",""
"12/05/2018 21:00:00 - 12/05/2018 22:00:00","BZN|FR","Without Sequence","30.13","",""
"12/05/2018 22:00:00 - 12/05/2018 23:00:00","BZN|FR","Without Sequence","34.28","",""
"12/05/2018 23:00:00 - 13/05/2018 00:00:00","BZN|FR","Without Sequence","34.28","",""
"13/05/2018 00:00:00 - 13/05/2018 01:00:00","BZN|FR","Without Sequence","30.66","",""
"13/05/2018 01:00:00 - 13/05/2018 02:00:00","BZN|FR","Without Sequence","21.03","",""
"13/05/2018 02:00:00 - 13/05/2018 03:00:00","BZN|FR","Without Sequence","17.06","",""
"13/05/2018 03:00:00 - 13/05/2018 04:00:00","BZN|FR","Without Sequence","14.92","",""
"13/05/2018 04:00:00 - 13/05/2018 05:00:00","BZN|FR","Without Sequence","10.97","",""
"13/05/2018 05:00:00 - 13/05/2018 06:00:00","BZN|FR","Without Sequence","9.17","",""
"13/05/2018 06:00:00 - 13/05/2018 07:00:00","BZN|FR","Without Sequence","7.82","",""
"13/05/2018 07:00:00 - 13/05/2018 08:00:00","BZN|FR","Without Sequence","14.84","",""
"13/05/2018 08:00:00 - 13/05/2018 09:00:00","BZN|FR","Without Sequence","14.90","",""
"13/05/2018 09:00:00 - 13/05/2018 10:00:00","BZN|FR","Without Sequence","13.98","",""
"13/05/2018 10:00:00 - 13/05/2018 11:00:00","BZN|FR","Without Sequence","13.20","",""
"13/05/2018 11:00:00 - 13/05/2018 12:00:00","BZN|FR","Without Sequence","14.70","",""
"13/05/2018 12:00:00 - 13/05/2018 13:00:00","BZN|FR","Without Sequence","15.39","",""
"13/05/2018 13:00:00 - 13/05/2018 14:00:00","BZN|FR","Without Sequence","15.76","",""
"13/05/2018 14:00:00 - 13/05/2018 15:00:00","BZN|FR","Without Sequence","7.42","",""
"13/05/2018 15:00:00 - 13/05/2018 16:00:00","BZN|FR","Without Sequence","7.24","",""
"13/05/2018 16:00:00 - 13/05/2018 17:00:00","BZN|FR","Without Sequence","7.34","",""
"13/05/2018 17:00:00 - 13/05/2018 18:00:00","BZN|FR","Without Sequence","12.51","",""
"13/05/2018 18:00:00 - 13/05/2018 19:00:00","BZN|FR","Without Sequence","17.48","",""
"13/05/2018 19:00:00 - 13/05/2018 20:00:00","BZN|FR","Without Sequence","25.83","",""
"13/05/2018 20:00:00 - 13/05/2018 21:00:00","BZN|FR","Without Sequence","29.39","",""
"13/05/2018 21:00:00 - 13/05/2018 22:00:00","BZN|FR","Without Sequence","30.66","",""
"13/05/2018 22:00:00 - 13/05/2018 23:00:00","BZN|FR","Without Sequence","32.88","",""
"13/05/2018 23:00:00 - 14/05/2018 00:00:00","BZN|FR","Without Sequence","32.88","",""
"14/05/2018 00:00:00 - 14/05/2018 01:00:00","BZN|FR","Without Sequence","25.41","",""
"14/05/2018 01:00:00 - 14/05/2018 02:00:00","BZN|FR","Without Sequence","20.23","",""
"14/05/2018 02:00:00 - 14/05/2018 03:00:00","BZN|FR","Without Sequence","17.15","",""
"14/05/2018 03:00:00 - 14/05/2018 04:00:00","BZN|FR","Without Sequence","14.87","",""
"14/05/2018 04:00:00 - 14/05/2018 05:00:00","BZN|FR","Without Sequence","12.12","",""
"14/05/2018 05:00:00 - 14/05/2018 06:00:00","BZN|FR","Without Sequence","14.25","",""
"14/05/2018 06:00:00 - 14/05/2018 07:00:00","BZN|FR","Without Sequence","23.68","",""
"14/05/2018 07:00:00 - 14/05/2018 08:00:00","BZN|FR","Without Sequence","54.06","",""
"14/05/2018 08:00:00 - 14/05/2018 09:00:00","BZN|FR","Without Sequence","58.01","",""
"14/05/2018 09:00:00 - 14/05/2018 10:00:00","BZN|FR","Without Sequence","55.83","",""
"14/05/2018 10:00:00 - 14/05/2018 11:00:00","BZN|FR","Without Sequence","50.79","",""
"14/05/2018 11:00:00 - 14/05/2018 12:00:00","BZN|FR","Without Sequence","43.60","",""
"14/05/2018 12:00:00 - 14/05/2018 13:00:00","BZN|FR","Without Sequence","39.67","",""
"14/05/2018 13:00:00 - 14/05/2018 14:00:00","BZN|FR","Without Sequence","33.00","",""
"14/05/2018 14:00:00 - 14/05/2018 15:00:00","BZN|FR","Without Sequence","30.36","",""
"14/05/2018 15:00:00 - 14/05/2018 16:00:00","BZN|FR","Without Sequence","29.86","",""
"14/05/2018 16:00:00 - 14/05/2018 17:00:00","BZN|FR","Without Sequence","29.84","",""
"14/05/2018 17:00:00 - 14/05/2018 18:00:00","BZN|FR","Without Sequence","29.30","",""
"14/05/2018 18:00:00 - 14/05/2018 19:00:00","BZN|FR","Without Sequence","30.15","",""
"14/05/2018 19:00:00 - 14/05/2018 20:00:00","BZN|FR","Without Sequence","42.11","",""
"14/05/2018 20:00:00 - 14/05/2018 21:00:00","BZN|FR","Without Sequence","37.04","",""
"14/05/2018 21:00:00 - 14/05/2018 22:00:00","BZN|FR","Without Sequence","33.24","",""
"14/05/2018 22:00:00 - 14/05/2018 23:00:00","BZN|FR","Without Sequence","39.60","",""
"14/05/2018 23:00:00 - 15/05/2018 00:00:00","BZN|FR","Without Sequence","39.60","",""
"15/05/2018 00:00:00 - 15/05/2018 01:00:00","BZN|FR","Without Sequence","32.68","",""
"15/05/2018 01:00:00 - 15/05/2018 02:00:00","BZN|FR","Without Sequence","30.41","",""
"15/05/2018 02:00:00 - 15/05/2018 03:00:00","BZN|FR","Without Sequence","29.01","",""
"15/05/2018 03:00:00 - 15/05/2018 04:00:00","BZN|FR","Without Sequence","28.02","",""
"15/05/2018 04:00:00 - 15/05/2018 05:00:00","BZN|FR","Without Sequence","30.01","",""
"15/05/2018 05:00:00 - 15/05/2018 06:00:00","BZN|FR","Without Sequence","32.58","",""
"15/05/2018 06:00:00 - 15/05/2018 07:00:00","BZN|FR","Without Sequence","41.01","",""
"15/05/2018 07:00:00 - 15/05/2018 08:00:00","BZN|FR","Without Sequence","54.60","",""
"15/05/2018 08:00:00 - 15/05/2018 09:00:00","BZN|FR","Without Sequence","58.60","",""
"15/05/2018 09:00:00 - 15/05/2018 10:00:00","BZN|FR","Without Sequence","57.01","",""
"15/05/2018 10:00:00 - 15/05/2018 11:00:00","BZN|FR","Without Sequence","51.20","",""
"15/05/2018 11:00:00 - 15/05/2018 12:00:00","BZN|FR","Without Sequence","48.90","",""
"15/05/2018 12:00:00 - 15/05/2018 13:00:00","BZN|FR","Without Sequence","41.67","",""
"15/05/2018 13:00:00 - 15/05/2018 14:00:00","BZN|FR","Without Sequence","41.71","",""
"15/05/2018 14:00:00 - 15/05/2018 15:00:00","BZN|FR","Without Sequence","41.07","",""
"15/05/2018 15:00:00 - 15/05/2018 16:00:00","BZN|FR","Without Sequence","40.50","",""
"15/05/2018 16:00:00 - 15/05/2018 17:00:00","BZN|FR","Without Sequence","40.72","",""
"15/05/2018 17:00:00 - 15/05/2018 18:00:00","BZN|FR","Without Sequence","42.37","",""
"15/05/2018 18:00:00 - 15/05/2018 19:00:00","BZN|FR","Without Sequence","47.90","",""
"15/05/2018 19:00:00 - 15/05/2018 20:00:00","BZN|FR","Without Sequence","50.00","",""
"15/05/2018 20:00:00 - 15/05/2018 21:00:00","BZN|FR","Without Sequence","49.96","",""
"15/05/2018 21:00:00 - 15/05/2018 22:00:00","BZN|FR","Without Sequence","47.08","",""
"15/05/2018 22:00:00 - 15/05/2018 23:00:00","BZN|FR","Without Sequence","52.26","",""
"15/05/2018 23:00:00 - 16/05/2018 00:00:00","BZN|FR","Without Sequence","52.26","",""
"16/05/2018 00:00:00 - 16/05/2018 01:00:00","BZN|FR","Without Sequence","40.36","",""
"16/05/2018 01:00:00 - 16/05/2018 02:00:00","BZN|FR","Without Sequence","37.53","",""
"16/05/2018 02:00:00 - 16/05/2018 03:00:00","BZN|FR","Without Sequence","33.98","",""
"16/05/2018 03:00:00 - 16/05/2018 04:00:00","BZN|FR","Without Sequence","32.60","",""
"16/05/2018 04:00:00 - 16/05/2018 05:00:00","BZN|FR","Without Sequence","24.65","",""
"16/05/2018 05:00:00 - 16/05/2018 06:00:00","BZN|FR","Without Sequence","24.36","",""
"16/05/2018 06:00:00 - 16/05/2018 07:00:00","BZN|FR","Without Sequence","27.95","",""
"16/05/2018 07:00:00 - 16/05/2018 08:00:00","BZN|FR","Without Sequence","48.95","",""
"16/05/2018 08:00:00 - 16/05/2018 09:00:00","BZN|FR","Without Sequence","57.67","",""
"16/05/2018 09:00:00 - 16/05/2018 10:00:00","BZN|FR","Without Sequence","57.12","",""
"16/05/2018 10:00:00 - 16/05/2018 11:00:00","BZN|FR","Without Sequence","50.97","",""
"16/05/2018 11:00:00 - 16/05/2018 12:00:00","BZN|FR","Without Sequence","48.36","",""
"16/05/2018 12:00:00 - 16/05/2018 13:00:00","BZN|FR","Without Sequence","43.43","",""
"16/05/2018 13:00:00 - 16/05/2018 14:00:00","BZN|FR","Without Sequence","40.50","",""
"16/05/2018 14:00:00 - 16/05/2018 15:00:00","BZN|FR","Without Sequence","37.06","",""
"16/05/2018 15:00:00 - 16/05/2018 16:00:00","BZN|FR","Without Sequence","33.04","",""
"16/05/2018 16:00:00 - 16/05/2018 17:00:00","BZN|FR","Without Sequence","34.61","",""
"16/05/2018 17:00:00 - 16/05/2018 18:00:00","BZN|FR","Without Sequence","24.46","",""
"16/05/2018 18:00:00 - 16/05/2018 19:00:00","BZN|FR","Without Sequence","29.45","",""
"16/05/2018 19:00:00 - 16/05/2018 20:00:00","BZN|FR","Without Sequence","40.58","",""
"16/05/2018 20:00:00 - 16/05/2018 21:00:00","BZN|FR","Without Sequence","30.18","",""
"16/05/2018 21:00:00 - 16/05/2018 22:00:00","BZN|FR","Without Sequence","26.57","",""
"16/05/2018 22:00:00 - 16/05/2018 23:00:00","BZN|FR","Without Sequence","36.14","",""
"16/05/2018 23:00:00 - 17/05/2018 00:00:00","BZN|FR","Without Sequence","36.14","",""
"17/05/2018 00:00:00 - 17/05/2018 01:00:00","BZN|FR","Without Sequence","30.46","",""
"17/05/2018 01:00:00 - 17/05/2018 02:00:00","BZN|FR","Without Sequence","27.03","",""
"17/05/2018 02:00:00 - 17/05/2018 03:00:00","BZN|FR","Without Sequence","22.25","",""
"17/05/2018 03:00:00 - 17/05/2018 04:00:00","BZN|FR","Without Sequence","19.45","",""
"17/05/2018 04:00:00 - 17/05/2018 05:00:00","BZN|FR","Without Sequence","15.93","",""
